reviewId,rating,comment
1229,3,good guy number 1229
1230,2,good guy number 1230
1231,3,good guy number 1231
1232,2,good guy number 1232
1233,4,good guy number 1233
1234,1,good guy number 1234
1235,1,good guy number 1235
1236,5,good guy number 1236
1237,5,good guy number 1237
1238,3,good guy number 1238
1239,5,good guy number 1239
1240,4,good guy number 1240
1241,2,good guy number 1241
1242,4,good guy number 1242
1243,1,good guy number 1243
1244,1,good guy number 1244
1245,2,good guy number 1245
1246,4,good guy number 1246
1247,1,good guy number 1247
1248,2,good guy number 1248
1249,1,good guy number 1249
1250,5,good guy number 1250
1251,4,good guy number 1251
1252,1,good guy number 1252
1253,3,good guy number 1253
1254,1,good guy number 1254
1255,5,good guy number 1255
1256,3,good guy number 1256
1257,3,good guy number 1257
1258,1,good guy number 1258
1259,3,good guy number 1259
1260,4,good guy number 1260
1261,1,good guy number 1261
1262,1,good guy number 1262
1263,3,good guy number 1263
1264,3,good guy number 1264
1265,2,good guy number 1265
1266,3,good guy number 1266
1267,5,good guy number 1267
1268,3,good guy number 1268
1269,3,good guy number 1269
1270,2,good guy number 1270
1271,3,good guy number 1271
1272,3,good guy number 1272
1273,3,good guy number 1273
1274,4,good guy number 1274
1275,5,good guy number 1275
1276,3,good guy number 1276
1277,5,good guy number 1277
1278,5,good guy number 1278
1279,1,good guy number 1279
1280,3,good guy number 1280
1281,1,good guy number 1281
1282,1,good guy number 1282
1283,2,good guy number 1283
1284,4,good guy number 1284
1285,1,good guy number 1285
1286,5,good guy number 1286
1287,5,good guy number 1287
1288,3,good guy number 1288
1289,5,good guy number 1289
1290,3,good guy number 1290
1291,4,good guy number 1291
1292,4,good guy number 1292
1293,2,good guy number 1293
1294,5,good guy number 1294
1295,5,good guy number 1295
1296,5,good guy number 1296
1297,1,good guy number 1297
1298,5,good guy number 1298
1299,4,good guy number 1299
1300,5,good guy number 1300
1301,2,good guy number 1301
1302,5,good guy number 1302
1303,2,good guy number 1303
1304,1,good guy number 1304
1305,2,good guy number 1305
1306,3,good guy number 1306
1307,5,good guy number 1307
1308,1,good guy number 1308
1309,4,good guy number 1309
1310,3,good guy number 1310
1311,1,good guy number 1311
1312,2,good guy number 1312
1313,2,good guy number 1313
1314,5,good guy number 1314
1315,3,good guy number 1315
1316,4,good guy number 1316
1317,3,good guy number 1317
1318,1,good guy number 1318
1319,4,good guy number 1319
1320,1,good guy number 1320
1321,1,good guy number 1321
1322,3,good guy number 1322
1323,5,good guy number 1323
1324,4,good guy number 1324
1325,4,good guy number 1325
1326,1,good guy number 1326
1327,2,good guy number 1327
1328,3,good guy number 1328
1329,4,good guy number 1329
1330,5,good guy number 1330
1331,5,good guy number 1331
1332,3,good guy number 1332
1333,2,good guy number 1333
1334,5,good guy number 1334
1335,3,good guy number 1335
1336,4,good guy number 1336
1337,1,good guy number 1337
1338,2,good guy number 1338
1339,3,good guy number 1339
1340,5,good guy number 1340
1341,1,good guy number 1341
1342,4,good guy number 1342
1343,5,good guy number 1343
1344,4,good guy number 1344
1345,1,good guy number 1345
1346,4,good guy number 1346
1347,1,good guy number 1347
1348,2,good guy number 1348
1349,4,good guy number 1349
1350,5,good guy number 1350
1351,2,good guy number 1351
1352,3,good guy number 1352
1353,3,good guy number 1353
1354,1,good guy number 1354
1355,4,good guy number 1355
1356,5,good guy number 1356
1357,5,good guy number 1357
1358,2,good guy number 1358
1359,5,good guy number 1359
1360,2,good guy number 1360
1361,2,good guy number 1361
1362,2,good guy number 1362
1363,1,good guy number 1363
1364,3,good guy number 1364
1365,3,good guy number 1365
1366,5,good guy number 1366
1367,4,good guy number 1367
1368,1,good guy number 1368
1369,1,good guy number 1369
1370,5,good guy number 1370
1371,1,good guy number 1371
1372,1,good guy number 1372
1373,3,good guy number 1373
1374,1,good guy number 1374
1375,2,good guy number 1375
1376,4,good guy number 1376
1377,4,good guy number 1377
1378,5,good guy number 1378
1379,5,good guy number 1379
1380,1,good guy number 1380
1381,4,good guy number 1381
1382,4,good guy number 1382
1383,3,good guy number 1383
1384,4,good guy number 1384
1385,3,good guy number 1385
1386,3,good guy number 1386
1387,3,good guy number 1387
1388,3,good guy number 1388
1389,3,good guy number 1389
1390,1,good guy number 1390
1391,5,good guy number 1391
1392,3,good guy number 1392
1393,4,good guy number 1393
1394,1,good guy number 1394
1395,1,good guy number 1395
1396,1,good guy number 1396
1397,3,good guy number 1397
1398,4,good guy number 1398
1399,3,good guy number 1399
1400,2,good guy number 1400
1401,2,good guy number 1401
1402,4,good guy number 1402
1403,4,good guy number 1403
1404,2,good guy number 1404
1405,1,good guy number 1405
1406,5,good guy number 1406
1407,2,good guy number 1407
1408,5,good guy number 1408
1409,2,good guy number 1409
1410,2,good guy number 1410
1411,4,good guy number 1411
1412,5,good guy number 1412
1413,1,good guy number 1413
1414,3,good guy number 1414
1415,2,good guy number 1415
1416,4,good guy number 1416
1417,3,good guy number 1417
1418,2,good guy number 1418
1419,1,good guy number 1419
1420,2,good guy number 1420
1421,4,good guy number 1421
1422,5,good guy number 1422
1423,1,good guy number 1423
1424,4,good guy number 1424
1425,3,good guy number 1425
1426,5,good guy number 1426
1427,5,good guy number 1427
1428,3,good guy number 1428
1429,4,good guy number 1429
1430,3,good guy number 1430
1431,5,good guy number 1431
1432,5,good guy number 1432
1433,5,good guy number 1433
1434,4,good guy number 1434
1435,3,good guy number 1435
1436,2,good guy number 1436
1437,4,good guy number 1437
1438,4,good guy number 1438
1439,5,good guy number 1439
1440,4,good guy number 1440
1441,1,good guy number 1441
1442,5,good guy number 1442
1443,4,good guy number 1443
1444,2,good guy number 1444
1445,1,good guy number 1445
1446,3,good guy number 1446
1447,3,good guy number 1447
1448,1,good guy number 1448
1449,5,good guy number 1449
1450,1,good guy number 1450
1451,2,good guy number 1451
1452,2,good guy number 1452
1453,3,good guy number 1453
1454,1,good guy number 1454
1455,4,good guy number 1455
1456,1,good guy number 1456
1457,2,good guy number 1457
1458,1,good guy number 1458
1459,2,good guy number 1459
1460,5,good guy number 1460
1461,4,good guy number 1461
1462,3,good guy number 1462
1463,3,good guy number 1463
1464,1,good guy number 1464
1465,3,good guy number 1465
1466,3,good guy number 1466
1467,5,good guy number 1467
1468,3,good guy number 1468
1469,4,good guy number 1469
1470,2,good guy number 1470
1471,2,good guy number 1471
1472,1,good guy number 1472
1473,5,good guy number 1473
1474,2,good guy number 1474
1475,5,good guy number 1475
1476,5,good guy number 1476
1477,4,good guy number 1477
1478,3,good guy number 1478
1479,3,good guy number 1479
1480,1,good guy number 1480
1481,1,good guy number 1481
1482,1,good guy number 1482
1483,1,good guy number 1483
1484,1,good guy number 1484
1485,4,good guy number 1485
1486,2,good guy number 1486
1487,4,good guy number 1487
1488,4,good guy number 1488
1489,5,good guy number 1489
1490,3,good guy number 1490
1491,1,good guy number 1491
1492,1,good guy number 1492
1493,2,good guy number 1493
1494,1,good guy number 1494
1495,4,good guy number 1495
1496,4,good guy number 1496
1497,3,good guy number 1497
1498,1,good guy number 1498
1499,3,good guy number 1499
1500,3,good guy number 1500
1501,4,good guy number 1501
1502,5,good guy number 1502
1503,3,good guy number 1503
1504,3,good guy number 1504
1505,5,good guy number 1505
1506,4,good guy number 1506
1507,5,good guy number 1507
1508,4,good guy number 1508
1509,1,good guy number 1509
1510,4,good guy number 1510
1511,3,good guy number 1511
1512,1,good guy number 1512
1513,3,good guy number 1513
1514,1,good guy number 1514
1515,3,good guy number 1515
1516,2,good guy number 1516
1517,1,good guy number 1517
1518,1,good guy number 1518
1519,4,good guy number 1519
1520,1,good guy number 1520
1521,5,good guy number 1521
1522,3,good guy number 1522
1523,4,good guy number 1523
1524,4,good guy number 1524
1525,2,good guy number 1525
1526,2,good guy number 1526
1527,1,good guy number 1527
1528,2,good guy number 1528
1529,4,good guy number 1529
1530,2,good guy number 1530
1531,1,good guy number 1531
1532,1,good guy number 1532
1533,3,good guy number 1533
1534,4,good guy number 1534
1535,5,good guy number 1535
1536,3,good guy number 1536
1537,5,good guy number 1537
1538,1,good guy number 1538
1539,5,good guy number 1539
1540,2,good guy number 1540
1541,4,good guy number 1541
1542,3,good guy number 1542
1543,5,good guy number 1543
1544,1,good guy number 1544
1545,4,good guy number 1545
1546,4,good guy number 1546
1547,5,good guy number 1547
1548,4,good guy number 1548
1549,5,good guy number 1549
1550,4,good guy number 1550
1551,5,good guy number 1551
1552,2,good guy number 1552
1553,1,good guy number 1553
1554,4,good guy number 1554
1555,1,good guy number 1555
1556,5,good guy number 1556
1557,2,good guy number 1557
1558,5,good guy number 1558
1559,1,good guy number 1559
1560,2,good guy number 1560
1561,4,good guy number 1561
1562,4,good guy number 1562
1563,4,good guy number 1563
1564,5,good guy number 1564
1565,5,good guy number 1565
1566,4,good guy number 1566
1567,5,good guy number 1567
1568,1,good guy number 1568
1569,3,good guy number 1569
1570,2,good guy number 1570
1571,5,good guy number 1571
1572,3,good guy number 1572
1573,1,good guy number 1573
1574,3,good guy number 1574
1575,2,good guy number 1575
1576,5,good guy number 1576
1577,5,good guy number 1577
1578,4,good guy number 1578
1579,2,good guy number 1579
1580,3,good guy number 1580
1581,3,good guy number 1581
1582,3,good guy number 1582
1583,3,good guy number 1583
1584,5,good guy number 1584
1585,4,good guy number 1585
1586,3,good guy number 1586
1587,1,good guy number 1587
1588,2,good guy number 1588
1589,4,good guy number 1589
1590,4,good guy number 1590
1591,1,good guy number 1591
1592,2,good guy number 1592
1593,4,good guy number 1593
1594,2,good guy number 1594
1595,3,good guy number 1595
1596,3,good guy number 1596
1597,4,good guy number 1597
1598,2,good guy number 1598
1599,1,good guy number 1599
1600,5,good guy number 1600
1601,3,good guy number 1601
1602,1,good guy number 1602
1603,2,good guy number 1603
1604,2,good guy number 1604
1605,5,good guy number 1605
1606,2,good guy number 1606
1607,4,good guy number 1607
1608,5,good guy number 1608
1609,5,good guy number 1609
1610,4,good guy number 1610
1611,5,good guy number 1611
1612,1,good guy number 1612
1613,5,good guy number 1613
1614,2,good guy number 1614
1615,4,good guy number 1615
1616,4,good guy number 1616
1617,1,good guy number 1617
1618,5,good guy number 1618
1619,2,good guy number 1619
1620,2,good guy number 1620
1621,1,good guy number 1621
1622,1,good guy number 1622
1623,2,good guy number 1623
1624,1,good guy number 1624
1625,4,good guy number 1625
1626,1,good guy number 1626
1627,2,good guy number 1627
1628,1,good guy number 1628
1629,1,good guy number 1629
1630,2,good guy number 1630
1631,5,good guy number 1631
1632,5,good guy number 1632
1633,5,good guy number 1633
1634,3,good guy number 1634
1635,3,good guy number 1635
1636,4,good guy number 1636
1637,4,good guy number 1637
1638,1,good guy number 1638
1639,5,good guy number 1639
1640,4,good guy number 1640
1641,2,good guy number 1641
1642,3,good guy number 1642
1643,1,good guy number 1643
1644,1,good guy number 1644
1645,3,good guy number 1645
1646,4,good guy number 1646
1647,4,good guy number 1647
1648,5,good guy number 1648
1649,1,good guy number 1649
1650,1,good guy number 1650
1651,2,good guy number 1651
1652,5,good guy number 1652
1653,2,good guy number 1653
1654,3,good guy number 1654
1655,2,good guy number 1655
1656,2,good guy number 1656
1657,1,good guy number 1657
1658,2,good guy number 1658
1659,1,good guy number 1659
1660,3,good guy number 1660
1661,5,good guy number 1661
1662,2,good guy number 1662
1663,5,good guy number 1663
1664,5,good guy number 1664
1665,4,good guy number 1665
1666,5,good guy number 1666
1667,4,good guy number 1667
1668,3,good guy number 1668
1669,5,good guy number 1669
1670,5,good guy number 1670
1671,3,good guy number 1671
1672,1,good guy number 1672
1673,3,good guy number 1673
1674,3,good guy number 1674
1675,4,good guy number 1675
1676,3,good guy number 1676
1677,1,good guy number 1677
1678,1,good guy number 1678
1679,1,good guy number 1679
1680,2,good guy number 1680
1681,4,good guy number 1681
1682,2,good guy number 1682
1683,4,good guy number 1683
1684,4,good guy number 1684
1685,1,good guy number 1685
1686,5,good guy number 1686
1687,4,good guy number 1687
1688,4,good guy number 1688
1689,2,good guy number 1689
1690,2,good guy number 1690
1691,3,good guy number 1691
1692,4,good guy number 1692
1693,5,good guy number 1693
1694,3,good guy number 1694
1695,5,good guy number 1695
1696,3,good guy number 1696
1697,3,good guy number 1697
1698,3,good guy number 1698
1699,1,good guy number 1699
1700,1,good guy number 1700
1701,2,good guy number 1701
1702,2,good guy number 1702
1703,4,good guy number 1703
1704,5,good guy number 1704
1705,3,good guy number 1705
1706,5,good guy number 1706
1707,5,good guy number 1707
1708,1,good guy number 1708
1709,1,good guy number 1709
1710,4,good guy number 1710
1711,1,good guy number 1711
1712,5,good guy number 1712
1713,1,good guy number 1713
1714,5,good guy number 1714
1715,4,good guy number 1715
1716,3,good guy number 1716
1717,5,good guy number 1717
1718,5,good guy number 1718
1719,4,good guy number 1719
1720,3,good guy number 1720
1721,1,good guy number 1721
1722,3,good guy number 1722
1723,3,good guy number 1723
1724,1,good guy number 1724
1725,5,good guy number 1725
1726,4,good guy number 1726
1727,3,good guy number 1727
1728,4,good guy number 1728
1729,5,good guy number 1729
1730,2,good guy number 1730
1731,1,good guy number 1731
1732,3,good guy number 1732
1733,5,good guy number 1733
1734,3,good guy number 1734
1735,4,good guy number 1735
1736,5,good guy number 1736
1737,1,good guy number 1737
1738,2,good guy number 1738
1739,2,good guy number 1739
1740,1,good guy number 1740
1741,1,good guy number 1741
1742,2,good guy number 1742
1743,4,good guy number 1743
1744,3,good guy number 1744
1745,3,good guy number 1745
1746,2,good guy number 1746
1747,2,good guy number 1747
1748,1,good guy number 1748
1749,4,good guy number 1749
1750,3,good guy number 1750
1751,3,good guy number 1751
1752,3,good guy number 1752
1753,2,good guy number 1753
1754,5,good guy number 1754
1755,2,good guy number 1755
1756,3,good guy number 1756
1757,4,good guy number 1757
1758,4,good guy number 1758
1759,1,good guy number 1759
1760,2,good guy number 1760
1761,4,good guy number 1761
1762,4,good guy number 1762
1763,2,good guy number 1763
1764,5,good guy number 1764
1765,5,good guy number 1765
1766,1,good guy number 1766
1767,1,good guy number 1767
1768,3,good guy number 1768
1769,5,good guy number 1769
1770,4,good guy number 1770
1771,3,good guy number 1771
1772,2,good guy number 1772
1773,5,good guy number 1773
1774,3,good guy number 1774
1775,5,good guy number 1775
1776,2,good guy number 1776
1777,4,good guy number 1777
1778,1,good guy number 1778
1779,1,good guy number 1779
1780,5,good guy number 1780
1781,5,good guy number 1781
1782,3,good guy number 1782
1783,1,good guy number 1783
1784,5,good guy number 1784
1785,3,good guy number 1785
1786,5,good guy number 1786
1787,5,good guy number 1787
1788,1,good guy number 1788
1789,3,good guy number 1789
1790,3,good guy number 1790
1791,3,good guy number 1791
1792,2,good guy number 1792
1793,4,good guy number 1793
1794,4,good guy number 1794
1795,2,good guy number 1795
1796,5,good guy number 1796
1797,1,good guy number 1797
1798,2,good guy number 1798
1799,2,good guy number 1799
1800,3,good guy number 1800
1801,1,good guy number 1801
1802,1,good guy number 1802
1803,4,good guy number 1803
1804,4,good guy number 1804
1805,3,good guy number 1805
1806,1,good guy number 1806
1807,3,good guy number 1807
1808,3,good guy number 1808
1809,3,good guy number 1809
1810,2,good guy number 1810
1811,4,good guy number 1811
1812,4,good guy number 1812
1813,1,good guy number 1813
1814,4,good guy number 1814
1815,1,good guy number 1815
1816,2,good guy number 1816
1817,2,good guy number 1817
1818,2,good guy number 1818
1819,1,good guy number 1819
1820,3,good guy number 1820
1821,5,good guy number 1821
1822,5,good guy number 1822
1823,4,good guy number 1823
1824,2,good guy number 1824
1825,3,good guy number 1825
1826,2,good guy number 1826
1827,3,good guy number 1827
1828,5,good guy number 1828
1829,5,good guy number 1829
1830,1,good guy number 1830
1831,1,good guy number 1831
1832,3,good guy number 1832
1833,1,good guy number 1833
1834,4,good guy number 1834
1835,2,good guy number 1835
1836,5,good guy number 1836
1837,2,good guy number 1837
1838,4,good guy number 1838
1839,4,good guy number 1839
1840,5,good guy number 1840
1841,5,good guy number 1841
1842,4,good guy number 1842
1843,4,good guy number 1843
1844,3,good guy number 1844
1845,4,good guy number 1845
1846,2,good guy number 1846
1847,3,good guy number 1847
1848,4,good guy number 1848
1849,3,good guy number 1849
1850,1,good guy number 1850
1851,5,good guy number 1851
1852,2,good guy number 1852
1853,4,good guy number 1853
1854,4,good guy number 1854
1855,3,good guy number 1855
1856,2,good guy number 1856
1857,3,good guy number 1857
1858,5,good guy number 1858
1859,5,good guy number 1859
1860,4,good guy number 1860
1861,5,good guy number 1861
1862,3,good guy number 1862
1863,5,good guy number 1863
1864,5,good guy number 1864
1865,5,good guy number 1865
1866,3,good guy number 1866
1867,2,good guy number 1867
1868,1,good guy number 1868
1869,2,good guy number 1869
1870,2,good guy number 1870
1871,2,good guy number 1871
1872,2,good guy number 1872
1873,3,good guy number 1873
1874,2,good guy number 1874
1875,5,good guy number 1875
1876,2,good guy number 1876
1877,3,good guy number 1877
1878,4,good guy number 1878
1879,4,good guy number 1879
1880,5,good guy number 1880
1881,1,good guy number 1881
1882,3,good guy number 1882
1883,3,good guy number 1883
1884,4,good guy number 1884
1885,4,good guy number 1885
1886,3,good guy number 1886
1887,1,good guy number 1887
1888,5,good guy number 1888
1889,5,good guy number 1889
1890,1,good guy number 1890
1891,3,good guy number 1891
1892,3,good guy number 1892
1893,4,good guy number 1893
1894,1,good guy number 1894
1895,3,good guy number 1895
1896,1,good guy number 1896
1897,1,good guy number 1897
1898,5,good guy number 1898
1899,2,good guy number 1899
1900,5,good guy number 1900
1901,3,good guy number 1901
1902,1,good guy number 1902
1903,4,good guy number 1903
1904,5,good guy number 1904
1905,3,good guy number 1905
1906,2,good guy number 1906
1907,5,good guy number 1907
1908,5,good guy number 1908
1909,5,good guy number 1909
1910,3,good guy number 1910
1911,1,good guy number 1911
1912,2,good guy number 1912
1913,3,good guy number 1913
1914,1,good guy number 1914
1915,3,good guy number 1915
1916,4,good guy number 1916
1917,4,good guy number 1917
1918,3,good guy number 1918
1919,3,good guy number 1919
1920,5,good guy number 1920
1921,5,good guy number 1921
1922,2,good guy number 1922
1923,2,good guy number 1923
1924,1,good guy number 1924
1925,4,good guy number 1925
1926,1,good guy number 1926
1927,3,good guy number 1927
1928,4,good guy number 1928
1929,3,good guy number 1929
1930,1,good guy number 1930
1931,5,good guy number 1931
1932,4,good guy number 1932
1933,1,good guy number 1933
1934,1,good guy number 1934
1935,2,good guy number 1935
1936,4,good guy number 1936
1937,2,good guy number 1937
1938,5,good guy number 1938
1939,2,good guy number 1939
1940,4,good guy number 1940
1941,2,good guy number 1941
1942,4,good guy number 1942
1943,2,good guy number 1943
1944,5,good guy number 1944
1945,1,good guy number 1945
1946,4,good guy number 1946
1947,2,good guy number 1947
1948,3,good guy number 1948
1949,1,good guy number 1949
1950,5,good guy number 1950
1951,4,good guy number 1951
1952,1,good guy number 1952
1953,2,good guy number 1953
1954,5,good guy number 1954
1955,4,good guy number 1955
1956,1,good guy number 1956
1957,2,good guy number 1957
1958,5,good guy number 1958
1959,2,good guy number 1959
1960,5,good guy number 1960
1961,1,good guy number 1961
1962,4,good guy number 1962
1963,5,good guy number 1963
1964,3,good guy number 1964
1965,5,good guy number 1965
1966,3,good guy number 1966
1967,5,good guy number 1967
1968,1,good guy number 1968
1969,1,good guy number 1969
1970,4,good guy number 1970
1971,2,good guy number 1971
1972,2,good guy number 1972
1973,2,good guy number 1973
1974,5,good guy number 1974
1975,5,good guy number 1975
1976,1,good guy number 1976
1977,4,good guy number 1977
1978,2,good guy number 1978
1979,4,good guy number 1979
1980,4,good guy number 1980
1981,1,good guy number 1981
1982,3,good guy number 1982
1983,5,good guy number 1983
1984,1,good guy number 1984
1985,5,good guy number 1985
1986,3,good guy number 1986
1987,4,good guy number 1987
1988,5,good guy number 1988
1989,1,good guy number 1989
1990,3,good guy number 1990
1991,4,good guy number 1991
1992,1,good guy number 1992
1993,2,good guy number 1993
1994,3,good guy number 1994
1995,1,good guy number 1995
1996,1,good guy number 1996
1997,3,good guy number 1997
1998,1,good guy number 1998
1999,5,good guy number 1999
2000,5,good guy number 2000
2001,3,good guy number 2001
2002,3,good guy number 2002
2003,1,good guy number 2003
2004,1,good guy number 2004
2005,2,good guy number 2005
2006,5,good guy number 2006
2007,1,good guy number 2007
2008,2,good guy number 2008
2009,1,good guy number 2009
2010,2,good guy number 2010
2011,3,good guy number 2011
2012,3,good guy number 2012
2013,5,good guy number 2013
2014,5,good guy number 2014
2015,1,good guy number 2015
2016,1,good guy number 2016
2017,4,good guy number 2017
2018,2,good guy number 2018
2019,1,good guy number 2019
2020,2,good guy number 2020
2021,1,good guy number 2021
2022,3,good guy number 2022
2023,4,good guy number 2023
2024,3,good guy number 2024
2025,2,good guy number 2025
2026,1,good guy number 2026
2027,5,good guy number 2027
2028,1,good guy number 2028
2029,1,good guy number 2029
2030,5,good guy number 2030
2031,2,good guy number 2031
2032,4,good guy number 2032
2033,3,good guy number 2033
2034,1,good guy number 2034
2035,3,good guy number 2035
2036,5,good guy number 2036
2037,2,good guy number 2037
2038,1,good guy number 2038
2039,2,good guy number 2039
2040,1,good guy number 2040
2041,3,good guy number 2041
2042,1,good guy number 2042
2043,4,good guy number 2043
2044,3,good guy number 2044
2045,2,good guy number 2045
2046,3,good guy number 2046
2047,3,good guy number 2047
2048,5,good guy number 2048
2049,1,good guy number 2049
2050,4,good guy number 2050
2051,3,good guy number 2051
2052,4,good guy number 2052
2053,4,good guy number 2053
2054,5,good guy number 2054
2055,4,good guy number 2055
2056,2,good guy number 2056
2057,4,good guy number 2057
2058,3,good guy number 2058
2059,3,good guy number 2059
2060,2,good guy number 2060
2061,2,good guy number 2061
2062,1,good guy number 2062
2063,1,good guy number 2063
2064,1,good guy number 2064
2065,2,good guy number 2065
2066,3,good guy number 2066
2067,5,good guy number 2067
2068,5,good guy number 2068
2069,4,good guy number 2069
2070,4,good guy number 2070
2071,2,good guy number 2071
2072,3,good guy number 2072
2073,3,good guy number 2073
2074,4,good guy number 2074
2075,5,good guy number 2075
2076,1,good guy number 2076
2077,3,good guy number 2077
2078,5,good guy number 2078
2079,1,good guy number 2079
2080,3,good guy number 2080
2081,2,good guy number 2081
2082,2,good guy number 2082
2083,1,good guy number 2083
2084,3,good guy number 2084
2085,1,good guy number 2085
2086,2,good guy number 2086
2087,1,good guy number 2087
2088,4,good guy number 2088
2089,3,good guy number 2089
2090,3,good guy number 2090
2091,3,good guy number 2091
2092,4,good guy number 2092
2093,5,good guy number 2093
2094,1,good guy number 2094
2095,5,good guy number 2095
2096,2,good guy number 2096
2097,1,good guy number 2097
2098,5,good guy number 2098
2099,4,good guy number 2099
2100,5,good guy number 2100
2101,2,good guy number 2101
2102,4,good guy number 2102
2103,3,good guy number 2103
2104,5,good guy number 2104
2105,1,good guy number 2105
2106,2,good guy number 2106
2107,5,good guy number 2107
2108,2,good guy number 2108
2109,3,good guy number 2109
2110,5,good guy number 2110
2111,5,good guy number 2111
2112,2,good guy number 2112
2113,1,good guy number 2113
2114,2,good guy number 2114
2115,2,good guy number 2115
2116,5,good guy number 2116
2117,4,good guy number 2117
2118,1,good guy number 2118
2119,5,good guy number 2119
2120,4,good guy number 2120
2121,1,good guy number 2121
2122,4,good guy number 2122
2123,2,good guy number 2123
2124,3,good guy number 2124
2125,3,good guy number 2125
2126,5,good guy number 2126
2127,2,good guy number 2127
2128,5,good guy number 2128
2129,2,good guy number 2129
2130,4,good guy number 2130
2131,4,good guy number 2131
2132,2,good guy number 2132
2133,2,good guy number 2133
2134,1,good guy number 2134
2135,3,good guy number 2135
2136,3,good guy number 2136
2137,1,good guy number 2137
2138,4,good guy number 2138
2139,1,good guy number 2139
2140,2,good guy number 2140
2141,4,good guy number 2141
2142,5,good guy number 2142
2143,3,good guy number 2143
2144,3,good guy number 2144
2145,5,good guy number 2145
2146,2,good guy number 2146
2147,1,good guy number 2147
2148,2,good guy number 2148
2149,2,good guy number 2149
2150,2,good guy number 2150
2151,4,good guy number 2151
2152,3,good guy number 2152
2153,3,good guy number 2153
2154,1,good guy number 2154
2155,5,good guy number 2155
2156,1,good guy number 2156
2157,5,good guy number 2157
2158,5,good guy number 2158
2159,5,good guy number 2159
2160,1,good guy number 2160
2161,4,good guy number 2161
2162,2,good guy number 2162
2163,1,good guy number 2163
2164,1,good guy number 2164
2165,2,good guy number 2165
2166,5,good guy number 2166
2167,3,good guy number 2167
2168,4,good guy number 2168
2169,3,good guy number 2169
2170,4,good guy number 2170
2171,4,good guy number 2171
2172,2,good guy number 2172
2173,5,good guy number 2173
2174,1,good guy number 2174
2175,5,good guy number 2175
2176,4,good guy number 2176
2177,4,good guy number 2177
2178,5,good guy number 2178
2179,3,good guy number 2179
2180,2,good guy number 2180
2181,2,good guy number 2181
2182,3,good guy number 2182
2183,5,good guy number 2183
2184,5,good guy number 2184
2185,2,good guy number 2185
2186,5,good guy number 2186
2187,2,good guy number 2187
2188,1,good guy number 2188
2189,1,good guy number 2189
2190,4,good guy number 2190
2191,4,good guy number 2191
2192,5,good guy number 2192
2193,2,good guy number 2193
2194,5,good guy number 2194
2195,5,good guy number 2195
2196,1,good guy number 2196
2197,1,good guy number 2197
2198,5,good guy number 2198
2199,4,good guy number 2199
2200,2,good guy number 2200
2201,2,good guy number 2201
2202,3,good guy number 2202
2203,1,good guy number 2203
2204,4,good guy number 2204
2205,2,good guy number 2205
2206,5,good guy number 2206
2207,2,good guy number 2207
2208,5,good guy number 2208
2209,1,good guy number 2209
2210,5,good guy number 2210
2211,1,good guy number 2211
2212,2,good guy number 2212
2213,2,good guy number 2213
2214,4,good guy number 2214
2215,4,good guy number 2215
2216,1,good guy number 2216
2217,5,good guy number 2217
2218,5,good guy number 2218
2219,1,good guy number 2219
2220,4,good guy number 2220
2221,3,good guy number 2221
2222,1,good guy number 2222
2223,4,good guy number 2223
2224,5,good guy number 2224
2225,1,good guy number 2225
2226,5,good guy number 2226
2227,3,good guy number 2227
2228,4,good guy number 2228
2229,2,good guy number 2229
2230,3,good guy number 2230
2231,4,good guy number 2231
2232,1,good guy number 2232
2233,3,good guy number 2233
2234,2,good guy number 2234
2235,4,good guy number 2235
2236,2,good guy number 2236
2237,1,good guy number 2237
2238,3,good guy number 2238
2239,4,good guy number 2239
2240,4,good guy number 2240
2241,1,good guy number 2241
2242,5,good guy number 2242
2243,2,good guy number 2243
2244,3,good guy number 2244
2245,1,good guy number 2245
2246,5,good guy number 2246
2247,1,good guy number 2247
2248,2,good guy number 2248
2249,1,good guy number 2249
2250,4,good guy number 2250
2251,3,good guy number 2251
2252,4,good guy number 2252
2253,4,good guy number 2253
2254,4,good guy number 2254
2255,4,good guy number 2255
2256,1,good guy number 2256
2257,2,good guy number 2257
2258,3,good guy number 2258
2259,4,good guy number 2259
2260,4,good guy number 2260
2261,3,good guy number 2261
2262,3,good guy number 2262
2263,1,good guy number 2263
2264,5,good guy number 2264
2265,4,good guy number 2265
2266,2,good guy number 2266
2267,1,good guy number 2267
2268,5,good guy number 2268
2269,1,good guy number 2269
2270,2,good guy number 2270
2271,4,good guy number 2271
2272,1,good guy number 2272
2273,2,good guy number 2273
2274,2,good guy number 2274
2275,1,good guy number 2275
2276,1,good guy number 2276
2277,2,good guy number 2277
2278,1,good guy number 2278
2279,2,good guy number 2279
2280,4,good guy number 2280
2281,4,good guy number 2281
2282,1,good guy number 2282
2283,1,good guy number 2283
2284,1,good guy number 2284
2285,5,good guy number 2285
2286,5,good guy number 2286
2287,2,good guy number 2287
2288,2,good guy number 2288
2289,3,good guy number 2289
2290,4,good guy number 2290
2291,4,good guy number 2291
2292,4,good guy number 2292
2293,5,good guy number 2293
2294,2,good guy number 2294
2295,3,good guy number 2295
2296,5,good guy number 2296
2297,4,good guy number 2297
2298,1,good guy number 2298
2299,3,good guy number 2299
2300,5,good guy number 2300
2301,4,good guy number 2301
2302,4,good guy number 2302
2303,3,good guy number 2303
2304,3,good guy number 2304
