username,userviewed,like,reviewId
acc160,acc2340,0,
acc160,acc2353,0,
acc160,acc2363,0,
acc160,acc2364,0,
acc160,acc2367,0,
acc160,acc2387,1,
acc160,acc2396,0,
acc160,acc2402,0,
acc160,acc2404,0,
acc160,acc2405,0,
acc160,acc2408,0,
acc160,acc2409,0,
acc160,acc2410,0,
acc160,acc2411,0,
acc160,acc2412,0,
acc160,acc2414,0,
acc160,acc2422,0,
acc160,acc2427,1,2412
acc160,acc2428,0,
acc160,acc2446,0,
acc160,acc2450,0,
acc160,acc2455,0,
acc160,acc2456,0,
acc160,acc2467,0,
acc160,acc2470,0,
acc160,acc2471,0,
acc160,acc2529,0,
acc160,acc2530,0,
acc160,acc2531,0,
acc160,acc2532,0,
acc160,acc2533,0,
acc160,acc2571,0,
acc160,acc2583,0,
acc160,acc2617,0,
acc160,acc2628,0,
acc160,acc2640,0,
acc160,acc2641,0,
acc160,acc2642,0,
acc160,acc2643,0,
acc160,acc2657,0,
acc160,acc2688,0,
acc160,acc2699,0,
acc160,acc2700,0,
acc160,acc2701,0,
acc160,acc2706,0,
acc160,acc2710,1,
acc160,acc2716,0,
acc160,acc2717,0,
acc160,acc2745,0,
acc160,acc2748,0,
acc160,acc2762,1,
acc160,acc2769,1,
acc160,acc2771,0,
acc160,acc2789,0,
acc160,acc2791,0,
acc160,acc2806,0,
acc160,acc2808,0,
acc160,acc2818,0,
acc160,acc2827,0,
acc160,acc2840,1,2448
acc160,acc2858,1,
acc160,acc2916,0,
acc160,acc2918,0,
acc160,acc2953,0,
acc160,acc2959,0,
acc160,acc2977,0,
acc160,acc2985,0,
acc160,acc2986,0,
acc160,acc2987,0,
acc160,acc2997,1,614
acc160,acc3005,0,
acc160,acc3034,0,
acc160,acc3067,0,
acc160,acc3081,1,1285
acc160,acc3082,0,
acc160,acc3083,1,3978
acc160,acc3087,0,
acc160,acc3114,0,
acc160,acc3147,0,
acc160,acc3160,0,
acc160,acc3213,1,3039
acc160,acc3238,0,
acc160,acc3256,0,
acc160,acc3257,0,
acc160,acc3263,0,
acc160,acc3264,0,
acc160,acc3269,0,
acc160,acc3301,0,
acc160,acc3328,1,
acc160,acc3355,0,
acc160,acc3357,0,
acc160,acc3386,0,
acc160,acc3408,0,
acc160,acc3418,0,
acc160,acc3438,0,
acc160,acc3439,0,
acc160,acc3440,0,
acc160,acc3450,0,
acc160,acc3471,0,
acc160,acc3477,0,
acc160,acc3527,0,
acc160,acc3572,0,
acc160,acc3578,1,3308
acc160,acc3593,0,
acc160,acc3608,0,
acc160,acc3616,0,
acc160,acc3623,0,
acc160,acc3638,0,
acc160,acc3649,0,
acc160,acc3683,1,4891
acc160,acc3697,1,
acc160,acc3698,0,
acc160,acc3701,0,
acc160,acc3702,0,
acc160,acc3703,0,
acc160,acc3704,0,
acc160,acc3745,0,
acc160,acc3751,1,3229
acc160,acc3785,1,
acc160,acc3793,0,
acc160,acc3825,0,
acc160,acc3826,0,
acc160,acc3858,1,2087
acc160,acc3864,0,
acc160,acc3868,0,
acc160,acc3869,0,
acc160,acc3877,0,
acc160,acc3893,0,
acc160,acc3910,1,
acc160,acc3948,0,
acc160,acc3981,0,
acc160,acc3986,0,
acc160,acc3994,0,
acc160,acc3996,1,3698
acc160,acc4011,0,
acc160,acc4021,1,2632
acc160,acc4033,1,1427
acc160,acc4034,1,993
acc160,acc4055,1,
acc160,acc4148,0,
acc160,acc4223,0,
acc160,acc4228,0,
acc160,acc4246,0,
acc160,acc4306,0,
acc160,acc4343,0,
acc160,acc4367,0,
acc160,acc4370,0,
acc160,acc4381,1,
acc160,acc4450,1,2382
acc160,acc4638,0,
acc160,acc4643,0,
acc160,acc4735,0,
acc160,acc4792,0,
acc160,acc4866,0,
acc160,acc4887,0,
acc160,acc4979,0,
acc160,acc4993,0,
acc160,acc5219,0,
acc160,acc5349,0,
acc160,acc5445,0,
acc160,acc5459,0,
acc160,acc5502,0,
acc160,acc5903,0,
acc160,acc5952,0,
acc160,acc5991,1,2226
acc160,acc5992,1,4512
acc160,acc6250,0,
acc160,acc6319,0,
acc160,acc6322,0,
acc160,acc6365,0,
acc160,acc6537,0,
acc160,acc6538,0,
acc160,acc6591,1,3029
acc160,acc7153,1,4872
acc161,acc1,0,
acc161,acc48,0,
acc161,acc252,0,
acc161,acc318,1,
acc161,acc380,0,
acc161,acc596,0,
acc161,acc745,1,1254
acc161,acc899,0,
acc161,acc1019,0,
acc161,acc1022,0,
acc161,acc1093,0,
acc161,acc1148,1,255
acc161,acc1223,1,2749
acc161,acc1234,0,
acc161,acc1289,0,
acc161,acc1965,0,
acc161,acc2018,0,
acc161,acc2080,0,
acc161,acc2135,1,2224
acc161,acc2140,0,
acc161,acc2144,0,
acc161,acc2336,0,
acc161,acc2424,0,
acc161,acc2617,0,
acc161,acc3396,0,
acc161,acc3429,1,
acc161,acc3481,0,
acc161,acc3751,1,
acc161,acc4002,0,
acc161,acc4270,0,
acc161,acc4571,1,
acc161,acc4980,1,
acc161,acc4995,0,
acc161,acc5643,0,
acc161,acc7247,1,
acc161,acc38038,1,
acc161,acc45732,0,
acc161,acc47610,0,
acc161,acc52287,0,
acc162,acc4,0,
acc162,acc16,1,3455
acc162,acc17,1,
acc162,acc31,0,
acc162,acc36,1,3556
acc162,acc50,0,
acc162,acc62,1,
acc162,acc145,1,
acc162,acc150,0,
acc162,acc153,0,
acc162,acc168,0,
acc162,acc207,0,
acc162,acc224,0,
acc162,acc225,0,
acc162,acc261,1,
acc162,acc266,0,
acc162,acc272,1,4696
acc162,acc277,1,
acc162,acc280,1,
acc162,acc292,0,
acc162,acc296,0,
acc162,acc300,0,
acc162,acc318,1,
acc162,acc337,0,
acc162,acc356,1,
acc162,acc371,0,
acc162,acc381,1,
acc162,acc508,1,269
acc162,acc509,0,
acc162,acc515,1,
acc162,acc527,1,
acc162,acc534,1,
acc162,acc587,0,
acc162,acc590,0,
acc162,acc592,0,
acc162,acc608,1,3256
acc162,acc783,0,
acc162,acc802,1,1972
acc163,acc1407,0,
acc163,acc1485,0,
acc163,acc1515,0,
acc163,acc1588,0,
acc163,acc1608,0,
acc163,acc1614,0,
acc163,acc1617,0,
acc163,acc1625,0,
acc163,acc1639,0,
acc163,acc1676,0,
acc163,acc1704,0,
acc163,acc1717,0,
acc163,acc1721,0,
acc163,acc1722,0,
acc163,acc1726,0,
acc163,acc1747,0,
acc163,acc1777,0,
acc163,acc1784,0,
acc163,acc1805,0,
acc163,acc1810,0,
acc163,acc1821,0,
acc163,acc1835,0,
acc163,acc1837,0,
acc164,acc110,1,
acc164,acc480,1,3563
acc164,acc589,1,4958
acc164,acc592,0,
acc164,acc780,1,413
acc164,acc1036,1,524
acc164,acc1047,0,
acc164,acc1097,1,3905
acc164,acc1101,1,
acc164,acc1196,0,
acc164,acc1198,1,
acc164,acc1200,1,2935
acc164,acc1201,1,3292
acc164,acc1210,0,
acc164,acc1240,1,1097
acc164,acc1291,1,
acc164,acc1356,0,
acc164,acc1527,0,
acc164,acc1573,0,
acc164,acc1580,1,
acc164,acc1587,0,
acc164,acc1923,0,
acc164,acc2053,0,
acc164,acc2115,0,
acc164,acc2167,0,
acc164,acc2640,0,
acc164,acc2916,0,
acc164,acc3404,1,
acc164,acc3527,1,
acc164,acc3578,1,4067
acc164,acc3639,1,4964
acc164,acc3654,1,2593
acc164,acc3793,0,
acc164,acc3996,0,
acc164,acc4023,0,
acc164,acc4440,1,
acc165,acc110,0,
acc165,acc249,0,
acc165,acc368,0,
acc165,acc377,0,
acc165,acc441,0,
acc165,acc480,0,
acc165,acc592,0,
acc165,acc858,0,
acc165,acc908,0,
acc165,acc1127,0,
acc165,acc1196,0,
acc165,acc1197,1,
acc165,acc1198,1,
acc165,acc1210,0,
acc165,acc1221,0,
acc165,acc1291,1,1648
acc165,acc1304,0,
acc165,acc1573,0,
acc165,acc2019,0,
acc165,acc2028,0,
acc165,acc2194,0,
acc165,acc2353,0,
acc165,acc2422,0,
acc165,acc2571,0,
acc165,acc2617,0,
acc165,acc2692,0,
acc165,acc3256,0,
acc165,acc3409,0,
acc165,acc3624,0,
acc165,acc3996,0,
acc165,acc4085,0,
acc165,acc4351,0,
acc165,acc4963,1,
acc165,acc5066,0,
acc165,acc5218,0,
acc165,acc5299,0,
acc165,acc5377,0,
acc165,acc5415,0,
acc165,acc5418,0,
acc165,acc5444,0,
acc165,acc5445,0,
acc165,acc5450,0,
acc165,acc5464,0,
acc165,acc5466,1,
acc165,acc5481,0,
acc165,acc5485,0,
acc165,acc5502,0,
acc165,acc5505,0,
acc165,acc5527,0,
acc165,acc5528,0,
acc165,acc5530,0,
acc165,acc5577,0,
acc165,acc5620,0,
acc165,acc5872,0,
acc165,acc5881,0,
acc165,acc5902,0,
acc165,acc5945,0,
acc165,acc5952,1,3205
acc165,acc5954,0,
acc165,acc5956,0,
acc165,acc5959,0,
acc165,acc5989,0,
acc165,acc5991,0,
acc165,acc5993,0,
acc165,acc6188,0,
acc166,acc1,1,
acc166,acc6,0,
acc166,acc10,0,
acc166,acc17,0,
acc166,acc32,0,
acc166,acc47,0,
acc166,acc50,1,
acc166,acc153,0,
acc166,acc260,0,
acc166,acc293,0,
acc166,acc296,0,
acc166,acc318,0,
acc166,acc349,0,
acc166,acc353,0,
acc166,acc356,0,
acc166,acc367,0,
acc166,acc377,0,
acc166,acc434,0,
acc166,acc457,0,
acc166,acc520,0,
acc166,acc527,0,
acc166,acc588,1,2015
acc166,acc592,0,
acc166,acc593,0,
acc166,acc597,0,
acc166,acc608,0,
acc166,acc648,0,
acc166,acc778,0,
acc166,acc839,0,
acc166,acc858,0,
acc166,acc904,0,
acc166,acc923,0,
acc166,acc1036,0,
acc166,acc1089,0,
acc166,acc1097,0,
acc166,acc1193,0,
acc166,acc1196,0,
acc166,acc1197,0,
acc166,acc1198,0,
acc166,acc1206,0,
acc166,acc1210,1,4049
acc166,acc1214,0,
acc166,acc1221,0,
acc166,acc1222,0,
acc166,acc1225,0,
acc166,acc1234,0,
acc166,acc1240,0,
acc166,acc1245,0,
acc166,acc1247,0,
acc166,acc1249,0,
acc166,acc1258,0,
acc166,acc1263,0,
acc166,acc1265,0,
acc166,acc1276,0,
acc166,acc1291,0,
acc166,acc1377,0,
acc166,acc1466,0,
acc166,acc1500,1,
acc166,acc1517,0,
acc166,acc1562,0,
acc166,acc1580,0,
acc166,acc1584,0,
acc166,acc1617,0,
acc166,acc1682,1,
acc166,acc1704,0,
acc166,acc1721,0,
acc166,acc1784,0,
acc166,acc1961,0,
acc166,acc1968,0,
acc166,acc2028,0,
acc166,acc2115,0,
acc166,acc2167,0,
acc166,acc2324,0,
acc166,acc2329,1,
acc166,acc2353,0,
acc166,acc2396,0,
acc166,acc2542,0,
acc166,acc2571,0,
acc166,acc2628,0,
acc166,acc2710,0,
acc166,acc2716,0,
acc166,acc2762,0,
acc166,acc2858,0,
acc166,acc2918,0,
acc166,acc2947,0,
acc166,acc2951,0,
acc166,acc2959,0,
acc166,acc2987,0,
acc166,acc2997,0,
acc166,acc3000,1,3272
acc166,acc3052,0,
acc166,acc3114,0,
acc166,acc3147,0,
acc166,acc3160,0,
acc166,acc3213,0,
acc166,acc3438,0,
acc166,acc3439,0,
acc166,acc3440,0,
acc166,acc3468,0,
acc166,acc3481,0,
acc166,acc3563,0,
acc166,acc3578,0,
acc166,acc3623,0,
acc166,acc3681,0,
acc166,acc3793,0,
acc166,acc3897,0,
acc166,acc3949,0,
acc166,acc4011,0,
acc166,acc4022,0,
acc166,acc4027,0,
acc166,acc4226,1,
acc166,acc4306,0,
acc166,acc4865,0,
acc166,acc4878,0,
acc166,acc4886,0,
acc166,acc4963,0,
acc166,acc4973,1,
acc166,acc4993,0,
acc166,acc5219,0,
acc166,acc5254,0,
acc166,acc5349,0,
acc166,acc5378,0,
acc166,acc5418,0,
acc166,acc5445,0,
acc166,acc5464,0,
acc166,acc5618,0,
acc166,acc5673,0,
acc166,acc5690,1,981
acc166,acc5952,0,
acc166,acc5989,0,
acc166,acc6157,0,
acc166,acc6333,0,
acc166,acc6377,0,
acc166,acc6378,0,
acc166,acc6502,0,
acc166,acc6534,0,
acc166,acc6711,1,
acc166,acc6874,0,
acc166,acc6942,0,
acc166,acc7090,0,
acc166,acc7132,0,
acc166,acc7143,0,
acc166,acc7153,1,2587
acc166,acc7361,1,
acc166,acc7373,0,
acc166,acc7438,0,
acc166,acc8360,0,
acc166,acc8464,0,
acc166,acc8636,1,
acc166,acc8665,1,
acc166,acc8784,1,
acc166,acc8798,1,1420
acc166,acc8950,0,
acc166,acc8961,0,
acc166,acc26662,1,1212
acc166,acc30749,0,
acc166,acc31696,0,
acc166,acc32587,1,1303
acc166,acc33166,1,613
acc166,acc33493,0,
acc166,acc33794,1,1565
acc166,acc34150,0,
acc166,acc34162,0,
acc166,acc35836,0,
acc166,acc37733,0,
acc166,acc39292,0,
acc166,acc41569,0,
acc166,acc44191,0,
acc166,acc45499,0,
acc166,acc46530,1,4870
acc166,acc46578,0,
acc166,acc46976,0,
acc166,acc47644,0,
acc166,acc47999,0,
acc166,acc48394,0,
acc166,acc48516,1,3250
acc166,acc48774,0,
acc166,acc48780,0,
acc166,acc49272,1,4105
acc166,acc49530,0,
acc166,acc51080,0,
acc166,acc51086,0,
acc166,acc51255,0,
acc166,acc51662,0,
acc166,acc51935,0,
acc166,acc54001,0,
acc166,acc54272,0,
acc166,acc54286,1,
acc166,acc54997,0,
acc166,acc55232,0,
acc167,acc1,0,
acc167,acc39,0,
acc167,acc69,0,
acc167,acc104,0,
acc167,acc110,0,
acc167,acc150,0,
acc167,acc173,0,
acc167,acc180,0,
acc167,acc185,0,
acc167,acc223,1,
acc167,acc260,0,
acc167,acc296,0,
acc167,acc318,1,
acc167,acc327,0,
acc167,acc353,1,
acc167,acc356,0,
acc167,acc432,0,
acc167,acc442,0,
acc167,acc480,0,
acc167,acc514,0,
acc167,acc539,0,
acc167,acc541,0,
acc167,acc551,0,
acc167,acc586,0,
acc167,acc588,0,
acc167,acc592,0,
acc167,acc593,0,
acc167,acc594,0,
acc167,acc595,0,
acc167,acc608,0,
acc167,acc671,0,
acc167,acc720,0,
acc167,acc733,0,
acc167,acc745,1,3923
acc167,acc750,0,
acc167,acc778,0,
acc167,acc784,0,
acc167,acc839,0,
acc167,acc924,0,
acc167,acc1021,0,
acc167,acc1073,0,
acc167,acc1080,0,
acc167,acc1120,0,
acc167,acc1136,0,
acc167,acc1148,1,3677
acc167,acc1196,0,
acc167,acc1197,0,
acc167,acc1198,0,
acc167,acc1200,0,
acc167,acc1210,0,
acc167,acc1214,0,
acc167,acc1215,1,
acc167,acc1220,0,
acc167,acc1234,0,
acc167,acc1257,0,
acc167,acc1265,0,
acc167,acc1278,0,
acc167,acc1291,0,
acc167,acc1307,0,
acc167,acc1380,0,
acc167,acc1385,0,
acc167,acc1396,0,
acc167,acc1500,0,
acc167,acc1527,1,2484
acc167,acc1580,0,
acc167,acc1639,0,
acc167,acc1663,0,
acc167,acc1682,0,
acc167,acc1732,0,
acc167,acc1748,0,
acc167,acc1917,0,
acc167,acc1967,0,
acc167,acc2028,0,
acc167,acc2054,0,
acc167,acc2083,0,
acc167,acc2105,0,
acc167,acc2139,0,
acc167,acc2140,0,
acc167,acc2174,0,
acc167,acc2231,0,
acc167,acc2371,0,
acc167,acc2413,0,
acc167,acc2420,0,
acc167,acc2447,0,
acc167,acc2471,0,
acc167,acc2502,1,
acc167,acc2657,0,
acc167,acc2710,0,
acc167,acc2762,0,
acc167,acc2791,0,
acc167,acc2797,0,
acc167,acc2858,0,
acc167,acc3052,1,3362
acc167,acc3087,0,
acc167,acc3114,0,
acc167,acc3175,0,
acc167,acc3210,0,
acc167,acc3275,0,
acc167,acc3396,0,
acc167,acc3397,0,
acc167,acc3408,0,
acc167,acc3421,0,
acc167,acc3552,0,
acc167,acc3671,0,
acc167,acc3751,1,
acc167,acc3793,1,
acc167,acc4006,0,
acc167,acc4011,1,3356
acc167,acc4016,0,
acc167,acc4022,0,
acc167,acc4306,0,
acc167,acc4333,0,
acc167,acc4351,0,
acc167,acc4369,0,
acc167,acc4447,0,
acc167,acc4489,0,
acc167,acc4623,0,
acc167,acc4678,0,
acc167,acc4878,0,
acc167,acc4886,0,
acc167,acc4896,0,
acc167,acc4963,0,
acc167,acc4980,0,
acc167,acc4993,1,4162
acc167,acc5014,0,
acc167,acc5103,0,
acc167,acc5146,0,
acc167,acc5218,0,
acc167,acc5349,0,
acc167,acc5418,0,
acc167,acc5464,0,
acc167,acc5650,0,
acc167,acc5816,0,
acc167,acc5952,0,
acc167,acc5991,0,
acc167,acc6283,1,2547
acc167,acc6333,0,
acc167,acc6377,0,
acc167,acc6480,0,
acc167,acc6539,0,
acc167,acc6754,0,
acc167,acc6773,0,
acc167,acc6857,0,
acc167,acc6863,0,
acc167,acc7147,0,
acc167,acc7153,0,
acc167,acc7247,0,
acc167,acc7842,1,
acc167,acc8360,0,
acc167,acc8368,0,
acc167,acc8376,0,
acc167,acc8604,0,
acc167,acc8636,0,
acc167,acc8665,0,
acc167,acc8874,0,
acc167,acc8961,0,
acc167,acc8984,0,
acc167,acc30793,0,
acc167,acc31685,0,
acc167,acc33493,0,
acc167,acc33794,1,4497
acc167,acc34405,1,3961
acc167,acc35836,0,
acc167,acc36529,0,
acc167,acc38038,1,
acc167,acc40815,0,
acc167,acc41566,0,
acc167,acc42738,0,
acc167,acc44191,0,
acc167,acc45501,0,
acc167,acc45517,0,
acc167,acc45722,0,
acc167,acc47122,0,
acc168,acc111,0,
acc168,acc196,0,
acc168,acc265,0,
acc168,acc296,0,
acc168,acc342,0,
acc168,acc356,0,
acc168,acc543,0,
acc168,acc596,0,
acc168,acc608,1,3384
acc168,acc745,0,
acc168,acc750,1,
acc168,acc805,0,
acc168,acc858,1,4460
acc168,acc903,0,
acc168,acc908,1,
acc168,acc912,0,
acc168,acc913,0,
acc168,acc923,1,
acc168,acc953,0,
acc168,acc1086,1,1445
acc168,acc1089,1,
acc168,acc1148,0,
acc168,acc1172,1,1966
acc168,acc1193,0,
acc168,acc1201,1,4596
acc168,acc1203,1,
acc168,acc1207,1,
acc168,acc1208,1,
acc168,acc1209,0,
acc168,acc1212,1,4672
acc168,acc1213,1,2737
acc168,acc1219,0,
acc168,acc1221,1,1281
acc168,acc1222,0,
acc168,acc1225,0,
acc168,acc1233,0,
acc168,acc1244,0,
acc168,acc1247,1,4502
acc168,acc1248,1,1092
acc168,acc1252,1,2704
acc168,acc1262,0,
acc168,acc1263,1,
acc168,acc1269,0,
acc168,acc1276,0,
acc168,acc1302,0,
acc168,acc1304,0,
acc168,acc1375,0,
acc168,acc1376,0,
acc168,acc1617,0,
acc168,acc1729,0,
acc168,acc1927,0,
acc168,acc1950,1,4877
acc168,acc2019,0,
acc168,acc2076,0,
acc168,acc2657,0,
acc168,acc2858,1,
acc168,acc2890,0,
acc168,acc2997,0,
acc168,acc3030,1,
acc168,acc3101,0,
acc168,acc3152,1,
acc168,acc3334,0,
acc168,acc3362,0,
acc168,acc3363,0,
acc168,acc3462,0,
acc168,acc3543,0,
acc168,acc3681,1,2906
acc168,acc3730,0,
acc168,acc3788,0,
acc168,acc4406,1,
acc168,acc4973,0,
acc168,acc5291,1,
acc168,acc6016,0,
acc168,acc6662,0,
acc168,acc7156,0,
acc168,acc7256,1,
acc168,acc7333,0,
acc168,acc7934,0,
acc168,acc8128,0,
acc168,acc8228,1,
acc168,acc8949,1,
acc168,acc26078,1,
acc168,acc26131,0,
acc168,acc30749,0,
acc168,acc33564,1,2475
acc168,acc44555,1,
acc168,acc48738,0,
acc168,acc55820,0,
acc168,acc57669,0,
acc169,acc1,0,
acc169,acc2,0,
acc169,acc3,1,4923
acc169,acc5,1,1176
acc169,acc7,0,
acc169,acc11,0,
acc169,acc34,0,
acc169,acc39,0,
acc169,acc48,0,
acc169,acc60,0,
acc169,acc62,1,4495
acc169,acc73,0,
acc169,acc104,1,3210
acc169,acc150,0,
acc169,acc185,0,
acc169,acc208,0,
acc169,acc216,0,
acc169,acc231,0,
acc169,acc277,0,
acc169,acc317,1,
acc169,acc318,1,2016
acc169,acc333,0,
acc169,acc339,0,
acc169,acc344,0,
acc169,acc356,0,
acc169,acc364,0,
acc169,acc377,0,
acc169,acc440,0,
acc169,acc455,0,
acc169,acc457,0,
acc169,acc480,0,
acc169,acc500,1,
acc169,acc524,1,
acc169,acc527,1,1864
acc169,acc539,0,
acc169,acc585,0,
acc169,acc586,1,
acc169,acc588,1,1540
acc169,acc594,0,
acc169,acc595,1,606
acc169,acc597,0,
acc169,acc631,0,
acc169,acc637,0,
acc169,acc661,0,
acc169,acc719,0,
acc169,acc736,0,
acc169,acc783,0,
acc169,acc788,0,
acc169,acc852,0,
acc169,acc899,1,1555
acc169,acc914,1,4364
acc169,acc918,0,
acc169,acc919,1,
acc169,acc934,1,
acc169,acc953,1,
acc169,acc1022,0,
acc169,acc1028,1,
acc169,acc1030,0,
acc169,acc1035,1,
acc169,acc1042,0,
acc169,acc1073,1,
acc169,acc1080,0,
acc169,acc1083,0,
acc169,acc1088,0,
acc169,acc1097,0,
acc169,acc1136,1,
acc169,acc1197,0,
acc169,acc1220,0,
acc169,acc1246,1,4267
acc169,acc1265,0,
acc169,acc1270,0,
acc169,acc1282,0,
acc169,acc1288,0,
acc169,acc1302,0,
acc169,acc1307,0,
acc169,acc1345,0,
acc169,acc1367,0,
acc169,acc1380,0,
acc169,acc1381,0,
acc169,acc1393,1,1345
acc169,acc1407,0,
acc169,acc1416,0,
acc169,acc1487,0,
acc169,acc1517,0,
acc169,acc1569,0,
acc169,acc1580,0,
acc169,acc1663,0,
acc169,acc1682,1,
acc169,acc1721,1,2947
acc169,acc1777,0,
acc169,acc1911,0,
acc169,acc1923,0,
acc169,acc1947,1,
acc169,acc1961,0,
acc169,acc1962,0,
acc169,acc1967,0,
acc169,acc2011,0,
acc169,acc2012,0,
acc169,acc2017,0,
acc169,acc2028,1,
acc169,acc2054,0,
acc169,acc2058,0,
acc169,acc2081,0,
acc169,acc2084,0,
acc169,acc2087,0,
acc169,acc2321,0,
acc169,acc2394,0,
acc169,acc2501,1,
acc169,acc2502,1,3667
acc169,acc2565,0,
acc169,acc2571,0,
acc169,acc2581,0,
acc169,acc2617,0,
acc169,acc2628,0,
acc169,acc2683,1,3794
acc169,acc2706,1,
acc169,acc2710,0,
acc169,acc2724,0,
acc169,acc2762,0,
acc169,acc2791,0,
acc169,acc2792,1,
acc169,acc2795,0,
acc169,acc2804,1,
acc169,acc2942,1,
acc169,acc3033,0,
acc169,acc3114,0,
acc169,acc3147,0,
acc169,acc3159,0,
acc169,acc3160,1,219
acc169,acc3174,0,
acc169,acc3247,0,
acc169,acc3287,0,
acc169,acc3301,0,
acc169,acc3408,0,
acc169,acc3421,0,
acc169,acc3448,0,
acc169,acc3534,0,
acc169,acc3536,1,
acc169,acc3552,0,
acc169,acc3594,1,2317
acc169,acc3624,0,
acc169,acc3755,0,
acc169,acc3791,0,
acc169,acc3809,0,
acc169,acc3882,0,
acc169,acc3911,0,
acc169,acc3916,1,2488
acc169,acc3948,1,
acc169,acc3967,1,1320
acc169,acc3988,1,4268
acc169,acc4018,0,
acc169,acc4022,0,
acc169,acc4025,0,
acc169,acc4039,0,
acc169,acc4054,0,
acc169,acc4069,0,
acc169,acc4142,0,
acc169,acc4193,0,
acc169,acc4246,0,
acc169,acc4306,1,4418
acc169,acc4308,1,
acc169,acc4310,0,
acc169,acc4369,0,
acc169,acc4373,0,
acc169,acc4639,0,
acc169,acc4718,0,
acc169,acc4728,0,
acc169,acc4799,0,
acc169,acc4823,0,
acc169,acc4857,1,
acc169,acc4867,0,
acc169,acc4880,0,
acc169,acc4886,1,
acc169,acc4890,0,
acc169,acc4896,0,
acc169,acc4936,1,2435
acc169,acc4951,0,
acc169,acc4958,0,
acc169,acc4963,0,
acc169,acc4975,0,
acc169,acc4992,0,
acc169,acc4993,0,
acc169,acc4994,0,
acc169,acc4995,0,
acc169,acc5014,0,
acc169,acc5103,0,
acc169,acc5108,0,
acc169,acc5151,0,
acc169,acc5171,0,
acc169,acc5218,0,
acc169,acc5222,0,
acc169,acc5267,0,
acc169,acc5296,0,
acc169,acc5299,0,
acc169,acc5349,0,
acc169,acc5377,0,
acc169,acc5378,0,
acc169,acc5400,0,
acc169,acc5415,0,
acc169,acc5444,0,
acc169,acc5445,0,
acc169,acc5459,0,
acc169,acc5464,0,
acc169,acc5472,0,
acc169,acc5481,0,
acc169,acc5502,0,
acc169,acc5574,0,
acc169,acc5620,0,
acc169,acc5785,0,
acc169,acc5816,0,
acc169,acc5873,0,
acc169,acc5881,0,
acc169,acc5941,0,
acc169,acc5943,0,
acc169,acc5945,0,
acc169,acc5952,0,
acc169,acc5957,0,
acc169,acc5989,1,
acc169,acc5991,1,
acc169,acc5995,0,
acc169,acc6005,0,
acc169,acc6155,0,
acc169,acc6156,0,
acc169,acc6188,0,
acc169,acc6218,0,
acc169,acc6252,0,
acc169,acc6266,0,
acc169,acc6324,0,
acc169,acc6331,1,
acc169,acc6339,0,
acc169,acc6345,1,
acc169,acc6365,0,
acc169,acc6373,0,
acc169,acc6377,1,
acc169,acc6378,0,
acc169,acc6537,0,
acc169,acc6539,0,
acc169,acc6550,0,
acc169,acc6565,1,
acc169,acc6568,0,
acc169,acc6586,0,
acc169,acc6702,0,
acc169,acc6709,0,
acc169,acc6711,0,
acc169,acc6765,0,
acc169,acc6874,0,
acc169,acc6936,1,4694
acc169,acc6944,1,
acc169,acc7004,0,
acc169,acc7045,0,
acc169,acc7060,0,
acc169,acc7080,1,
acc169,acc7143,0,
acc169,acc7147,0,
acc169,acc7149,0,
acc169,acc7153,1,
acc169,acc7173,0,
acc169,acc7317,0,
acc169,acc7318,1,
acc169,acc7375,0,
acc169,acc7381,1,1443
acc169,acc7614,1,
acc169,acc8008,1,
acc169,acc8360,1,4229
acc169,acc8529,0,
acc169,acc8641,1,
acc169,acc8644,0,
acc169,acc8665,0,
acc169,acc8783,0,
acc170,acc5,0,
acc170,acc10,0,
acc170,acc34,1,
acc170,acc48,0,
acc170,acc95,0,
acc170,acc110,0,
acc170,acc150,0,
acc170,acc153,0,
acc170,acc161,0,
acc170,acc168,0,
acc170,acc181,0,
acc170,acc185,0,
acc170,acc203,0,
acc170,acc207,0,
acc170,acc208,0,
acc170,acc266,0,
acc170,acc277,0,
acc170,acc282,0,
acc170,acc292,0,
acc170,acc296,0,
acc170,acc315,0,
acc170,acc318,1,
acc170,acc339,0,
acc170,acc344,0,
acc170,acc350,0,
acc170,acc355,0,
acc170,acc356,0,
acc170,acc364,0,
acc170,acc368,0,
acc170,acc376,0,
acc170,acc377,0,
acc170,acc410,0,
acc170,acc420,0,
acc170,acc454,0,
acc170,acc457,0,
acc170,acc480,0,
acc170,acc500,0,
acc170,acc539,0,
acc170,acc553,0,
acc170,acc586,0,
acc170,acc587,0,
acc170,acc588,0,
acc170,acc590,0,
acc170,acc592,0,
acc170,acc593,0,
acc170,acc594,0,
acc170,acc595,0,
acc170,acc597,0,
acc170,acc733,0,
acc170,acc736,0,
acc171,acc1,1,
acc171,acc25,1,
acc171,acc29,1,
acc171,acc32,1,892
acc171,acc36,0,
acc171,acc47,1,
acc171,acc81,1,
acc171,acc111,1,
acc171,acc141,1,3836
acc171,acc163,1,
acc171,acc176,1,
acc171,acc235,0,
acc171,acc260,0,
acc171,acc290,1,4917
acc171,acc296,1,
acc171,acc317,0,
acc171,acc318,1,
acc171,acc367,0,
acc171,acc380,1,
acc171,acc428,1,
acc171,acc471,0,
acc171,acc475,0,
acc171,acc485,1,1064
acc171,acc500,0,
acc171,acc541,1,
acc171,acc551,0,
